show_id,type,title,release_year,rating,duration,listed_in, description 
80233925,Movie,Hotel Transylvania 3: Summer Vacation,2018,PG,97 min,Children & Family Movies, It's love at first sight for Dracula when he meets Ericka  the charming but mysterious captain of the monster cruise that Mavis plans for the family. 
81021098,Movie,Just Love,2018,TV-MA,96 min,Dramas, Inspired by his love affair with a conservative lawyer  the lead singer of a struggling garage band pens a hit song that propels him to fame. 
80194737,Movie,Blockbuster,2017,TV-MA,85 min,Comedies, Dumped over a video he made to amuse his ailing dad  a heartsick Jérémy hatches an elaborate scheme to win back his superhero-loving girlfriend  Lola. 
80192062,Movie,Ricardo Quevedo: Hay gente así,2018,TV-MA,59 min,Stand-Up Comedy, Droll comic Ricardo Quevedo hits Bogotá with a set that touches on embarrassing misunderstandings  sex talk  the thrill of being scared and more. 
80193614,Movie,The Good Catholic,2017,PG-13,97 min,Comedies, A young priest’s faith is tested when he finds himself attracted to a woman he meets at confession and his ideals are shaken to the core. 
80117453,Movie,Cristela Alonzo: Lower Classy,2017,TV-MA,67 min,Stand-Up Comedy, The irrepressible Alonzo skewers Latino stereotypes  pricey luxuries and her mother's tough-love parenting in a night of sly and infectious comedy. 
70296733,Movie,Mitt,2014,TV-PG,93 min,Documentaries, The real Mitt Romney is revealed in this documentary that goes beyond the sound bites with unprecedented access to his 2012 presidential campaign. 
70109891,Movie,Planet 51,2009,PG,91 min,Children & Family Movies, After landing on a planet reminiscent of 1950s suburbia  a human astronaut tries to avoid capture  recover his spaceship and make it home safely. 
80003479,Movie,Iceman,2014,R,104 min,Action & Adventure, Four hundred years after they were frozen in time  a Ming Dynasty guard and his three pursuers are defrosted to continue their ancient battle. 
80163053,Movie,My Entire High School Sinking Into the Sea,2016,PG-13,77 min,Comedies, After an earthquake sends their school building drifting into the sea  a group of high-schoolers struggles to survive and overcome clique wars. 
80208684,Movie,Todd Glass: Act Happy,2018,TV-MA,63 min,Stand-Up Comedy, Try to keep up as comedian Todd Glass delivers rapid-fire stand-up that bounces from his heart attack to his coming out to how to eat a Kit Kat. 
80124680,Movie,Gad Gone Wild,2017,TV-MA,57 min,Stand-Up Comedy, French comic Gad Elmaleh regales a Montreal crowd with tales of awkward mix-ups and baffling customs he's encountered since moving to the U.S. 
70302480,Movie,Iliza Shlesinger: Freezing Hot,2015,TV-MA,72 min,Stand-Up Comedy, Smart and brazen comedian Iliza Shlesinger applies her fresh  laugh-out-loud perspective to the universal struggles between men and women. 
80175405,Movie,Countdown to Death: Pablo Escobar,2017,TV-MA,69 min,Documentaries, Through rare interviews  images and wiretap audio  this documentary reconstructs the last nine years of Colombian drug lord Pablo Escobar's life. 
80214777,Movie,Where's the Money,2017,R,86 min,Comedies, Hunting for a stash of stolen money  a sharp-witted slacker from South Central Los Angeles infiltrates an all-white college fraternity. 
80079427,Movie,Ricardo O'Farrill Abrazo Genial,2016,TV-MA,92 min,Stand-Up Comedy, Ricardo O'Farrill brings his sharp  observational humor to the stage with a relentless sarcasm and specific Mexican sensibility. Prepare for mockery. 
80149575,Movie,Caida del Cielo,2016,NR,78 min,Comedies, When Julia literally falls into Alejandro's backyard from her apartment above  it's just the jolt that's needed to nudge these two loners together. 
80144448,Movie,Pink,2016,NR,130 min,Dramas, A sexual assault victim  unjustly tried for the attempted murder of her attacker  is defended by a retired lawyer who challenges India's rape culture. 
80100936,Movie,Take the 10,2017,TV-MA,80 min,Comedies, Two buddies working dead-end cashier jobs endure a mind-blowing series of events on their quest to get to the hip-hop show of their lives. 
80192420,Movie,Half Girlfriend,2017,TV-PG,129 min,Dramas, Small-town Madhav falls for big-city Riya and wants her to be his girlfriend. But she views their relationship differently  and suggests a compromise. 
771476,Movie,Monty Python and the Holy Grail,1975,PG,92 min,Action & Adventure, The Monty Python comedy clan skewers King Arthur and his Knights of the Round Table as they quest far and wide for the Holy Grail. 
80213401,Movie,Haunters: The Art of the Scare,2017,TV-MA,89 min,Documentaries, This documentary takes us into the world of those who create horror simulations for willing audiences  and examines the culture they have spawned. 
80198056,Movie,Mustang Island,2017,TV-14,86 min,Comedies, After being dumped on New Year's Eve  Bill pursues his ex-girlfriend to an off-season Gulf Coast beach town  but things get complicated along the way. 
80208083,Movie,The Jack King Affair,2015,TV-14,52 min,Documentaries, This documentary explores a bold World War II operation in which an MI5 agent infiltrated a fascist network to intercept stolen documents. 
80045818,Movie,Auschwitz: Blueprints of Genocide,1994,TV-PG,49 min,Documentaries, Newly released KGB files expose evidence proving how architects and engineers conspired with the Nazis to build a camp designed for genocide. 
80195429,Movie,Harith Iskander: I Told You So,2018,TV-PG,62 min,Stand-Up Comedy, Malaysian stand-up comedy icon Harith Iskander takes the stage in Kuala Lumpur to talk about Singapore  a past girlfriend  Rick Astley and more. 
80158485,Movie,Step Sisters,2018,TV-14,108 min,Comedies, With her Harvard Law dreams on the line  a black sorority leader agrees to help a rhythmically challenged sisterhood win a step dance championship. 
80198661,Movie,The Open House,2018,TV-MA,95 min,Horror Movies, Following a tragedy  a mother and her teen son move to a relative's vacant vacation home  where eerie and unexplained forces conspire against them. 
80119375,Movie,Good Kids,2016,R,90 min,Comedies, Four overachieving friends spend the summer after finishing high school doing everything possible to enjoy the party life and ruin their reputations. 
70271454,Movie,The Bling Ring,2013,R,91 min,Dramas, Based on fact  this comic thriller tracks the saga of the Hollywood Hills Burglar Bunch  who used the Web to time their robberies of stars' homes. 
80207371,Movie,Close,2019,TV-MA,95 min,Action & Adventure, When attackers target the heiress she's protecting  battle-hardened bodyguard Sam scrambles to save her client – and teach her how to fight back. 
81035279,Movie,FYRE: The Greatest Party That Never Happened,2019,TV-MA,98 min,Documentaries, The Fyre Festival was billed as a luxury music experience on a posh private island  but it failed spectacularly in the hands of a cocky entrepreneur. 
80134721,Movie,IO,2019,TV-14,96 min,Dramas, As a young scientist searches for a way to save a dying Earth  she finds a connection with a man who's racing to catch the last shuttle off the planet. 
81041182,Movie,Lady-Like,2018,NC-17,83 min,Comedies, After she pushes her best friend Kort to date a handsome transfer student  college student Allie is left to tackle adulthood on her own. 
81038976,Movie,Old Lord Savanna,2018,TV-PG,96 min,Documentaries, This documentary captures the environmental and societal impact of Brazil's Cerrado savanna suffering from severe deforestation. 
80988257,Movie,Patria,2019,TV-MA,90 min,Documentaries, Paco Ignacio Taibo II brings his book trilogy to life  highlighting Mexico's history in 1854-1867  a period he considers foundational to the country. 
81023713,Movie,Soni,2018,TV-MA,97 min,Dramas, While fighting crimes against women in Delhi  a short-fused policewoman and her level-headed female boss grapple with gender issues in their own lives. 
80174219,Movie,Bad Day for the Cut,2017,TV-MA,99 min,Independent Movies, A mild-mannered  middle-aged Irish farmer devoted to his mother embarks on a violent quest for revenge when she's murdered in a home invasion. 
80133139,Movie,Enlighten Us,2016,TV-14,93 min,Documentaries, This documentary digs deep to recount the saga of the superstar self-help guru convicted of negligent homicide in the deaths of three followers. 
81127902,Movie,A Fall from Grace,2020,TV-MA,121 min,Dramas, When gentle  law-abiding Grace confesses to killing her new husband  her skeptical young lawyer sets out to uncover the truth. A film by Tyler Perry. 
80191988,Movie,Arango y Sanint: Ríase el show,2018,TV-MA,62 min,Stand-Up Comedy, Colombian stand-up comedians Antonio Sanint and Julián Arango impersonate an Argentine visitor and a cabbie  and a pair of dirty old men at the opera. 
80117452,Movie,Neal Brennan: 3 Mics,2017,TV-MA,66 min,Stand-Up Comedy," Wicked one-liners and soul-baring confessions converge in this uniquely intimate stand-up special from ""Chappelle's Show"" co-creator Neal Brennan. "
80152003,Movie,Roger Corman's Death Race 2050,2017,R,93 min,Action & Adventure, In this dystopian sequel  kills equal points in a violently gory annual cross-country road race sponsored by the United Corporations of America. 
70268449,Movie,The Square,2013,TV-MA,105 min,Documentaries, This Emmy-winning  street-level view of the 2011 Egyptian Revolution captures the astonishing uprising that led to the collapse of two governments. 
81147285,Movie,Deadcon,2019,TV-MA,78 min,Horror Movies, A group of uber-popular  social media influencers’ trip to a digital media festival grows dark when an evil spirit wants to lure them to their demise. 
70120142,Movie,Get Him to the Greek,2010,R,109 min,Comedies, Ambitious young record company intern Aaron must escort an unruly rock star to Los Angeles for the start of his anniversary concert. 
70142824,Movie,Hop,2011,PG,95 min,Children & Family Movies, A jobless slacker finds himself beyond busy after he runs over the Easter Bunny and has to take over the rabbit's duties so the holiday can continue. 
81235729,Movie,Jezebel,2019,TV-MA,86 min,Dramas, During the internet's infancy  a vulnerable woman follows her sister into the sex industry as a webcam model but her sudden popularity tests their bond. 
80057599,Movie,Legend,2015,R,132 min,Dramas, Identical twins and notorious gangsters Reggie and Ronnie Kray elude the authorities in 1960s London while transfixing and terrifying the public. 
81093113,Movie,NiNoKuni,2019,TV-14,107 min,Action & Adventure, Two average teens go on a magical quest to save the life of their friend and her counterpart from another world. But love complicates their journey. 
80049358,Movie,Steve Jobs,2015,R,122 min,Dramas, By keying in on three crucial points in his career  this biopic shows the human foibles and visionary fearlessness of the man who made the Mac. 
81050192,Movie,Driven to Dance,2018,TV-PG,99 min,Dramas, A young dancer grapples with her dream to join a famed ballet company against the wishes of her mother  who pushes her to pursue a more practical path. 
